,city,Listing_Title,Posting_Date,Bedrooms,Sqft,Price,posting_ID,treatment_assignment,full_URL,Reply_contact_info_link,reply_email_TO_BE_FILLED_IN,Apartment_Complex_Flag
72,houston,3 MONTHS FREE | VALET DRY CLEAN | ELECTRIC CAR CHARGE | DOG WASH,2017-03-17 15:27,1.0,,1200.0,6034532825,Jane_Treat_Low,https://houston.craigslist.org/apa/6034532825.html,https://houston.craigslist.org/reply/hou/apa/6034532825,,
91,houston,Two months free on stunning 1-bedroom at gorgeous high-rise!,2017-03-17 15:20,1.0,672.0,1391.0,6027193822,John_Treat_Low,https://houston.craigslist.org/apa/6027193822.html,https://houston.craigslist.org/reply/hou/apa/6027193822,,
117,houston,"Lease Today, Spacious, High Ceilings, Granite Counters, Garden Tubs",2017-03-17 14:03,2.0,1258.0,1855.0,6048176729,Jane_Control,https://houston.craigslist.org/apa/6048176729.html,https://houston.craigslist.org/reply/hou/apa/6048176729,,
49,houston,19th Floor - 1 bedroom with Study Rare 1 month Free move in special,2017-03-17 13:13,1.0,1046.0,2090.0,6040188694,Jane_Treat_Low,https://houston.craigslist.org/apa/6040188694.html,https://houston.craigslist.org/reply/hou/apa/6040188694,,
117,houston,**10 WEEKS FREE HIGH-RISE HIGHLAND VILLAGE,2017-03-14 22:58,2.0,1320.0,3100.0,6018687033,Jane_Treat_Low,https://houston.craigslist.org/apa/6018687033.html,https://houston.craigslist.org/reply/hou/apa/6018687033,,
9,houston,🏠 1-3mo prorated over 13mo on select unit🏠,2017-03-17 14:31,2.0,1435.0,3681.0,6022364239,Jane_Treat_Low,https://houston.craigslist.org/apa/6022364239.html,https://houston.craigslist.org/reply/hou/apa/6022364239,,
2,houston,🏠 1-3mo prorated over 13mo on select unit🏠,2017-03-17 14:34,2.0,1435.0,3681.0,6022297893,Jane_Control,https://houston.craigslist.org/apa/6022297893.html,https://houston.craigslist.org/reply/hou/apa/6022297893,,
95,houston,2 + 2 Apartment with Amenities & Facilities - Move in Right Now! - $50,2017-03-17 12:58,2.0,1259.0,1500.0,6009113443,John_Control,https://houston.craigslist.org/apa/6009113443.html,https://houston.craigslist.org/reply/hou/apa/6009113443,,
31,houston,*^*2 BR Beautiful Apartments have quality options to make you feel at,2017-03-17 14:25,2.0,1633.0,2275.0,6048212167,Jane_Control,https://houston.craigslist.org/apa/6048212167.html,https://houston.craigslist.org/reply/hou/apa/6048212167,,
106,houston,Furnished Apartment in the Galleria!,2017-03-15 10:39,2.0,1100.0,3200.0,6044970645,Jane_Treat_Low,https://houston.craigslist.org/apa/6044970645.html,https://houston.craigslist.org/reply/hou/apa/6044970645,,
47,houston,*Remote home technology 7th floor skylounge $0app LEED Cert,2017-03-15 12:57,2.0,1320.0,3729.0,6045147102,John_Treat_High,https://houston.craigslist.org/apa/6045147102.html,https://houston.craigslist.org/reply/hou/apa/6045147102,,
109,houston,MEDICAL CENTER-10 WEEKS FREE,2017-03-17 10:40,2.0,1254.0,2200.0,6018617401,John_Control,https://houston.craigslist.org/apa/6018617401.html,https://houston.craigslist.org/reply/hou/apa/6018617401,,
80,houston,NEED A NICE PLACE TO LIVE? YOU'VE FOUND IT! 2 BEDS $1500,2017-03-17 14:17,2.0,,1500.0,6048144680,Jane_Treat_High,https://houston.craigslist.org/apa/6048144680.html,https://houston.craigslist.org/reply/hou/apa/6048144680,,
31,houston,"HIGH RISE - MEDICAL CENTER -2BED -1,799",2017-03-17 15:24,2.0,,1799.0,6048290752,Jane_Treat_High,https://houston.craigslist.org/apa/6048290752.html,https://houston.craigslist.org/reply/hou/apa/6048290752,,
98,houston,"Over-Counter Pendant Lighting, Spacious Utility Rooms, Copier and Fax",2017-03-17 14:38,1.0,849.0,1550.0,6042126123,John_Control,https://houston.craigslist.org/apa/6042126123.html,https://houston.craigslist.org/reply/hou/apa/6042126123,,
26,houston,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 11:28,2.0,1320.0,3400.0,6018702414,Jane_Treat_High,https://houston.craigslist.org/apa/6018702414.html,https://houston.craigslist.org/reply/hou/apa/6018702414,,
69,houston,EXTRAVAGANCE AT IT'S BEST!!!! UP TO $500 REBATE!!!,2017-03-16 20:25,2.0,,2645.0,6047203808,John_Treat_Low,https://houston.craigslist.org/apa/6047203808.html,https://houston.craigslist.org/reply/hou/apa/6047203808,,
48,houston,3 MO FREE | BIG APT | VIEWS | BALCONY | CONCIERGE | VALET | HIRISE LIF,2017-03-17 15:27,1.0,871.0,1850.0,6036746648,John_Treat_Low,https://houston.craigslist.org/apa/6036746648.html,https://houston.craigslist.org/reply/hou/apa/6036746648,,
102,houston,*POOCHES ALWAYS* WOW POOL!,2017-03-17 14:34,1.0,624.0,1545.0,6048227562,John_Treat_High,https://houston.craigslist.org/apa/6048227562.html,https://houston.craigslist.org/reply/hou/apa/6048227562,,
83,houston,Why not live in West Memorial - Briar Forest,2017-03-17 15:24,1.0,,1500.0,6048273683,John_Treat_Low,https://houston.craigslist.org/apa/6048273683.html,https://houston.craigslist.org/reply/hou/apa/6048273683,,
81,houston,*Luxury Apts W/ 3 Months Free*,2017-03-05 13:43,2.0,1304.0,3675.0,6025766456,John_Treat_Low,https://houston.craigslist.org/apa/6025766456.html,https://houston.craigslist.org/reply/hou/apa/6025766456,,
62,houston,*Museum Districts newest 24Story Gorgeous Hi-Rise Vacant w/3MONTHS FREE,2017-03-16 13:39,2.0,1454.0,3335.0,6046584727,John_Treat_Low,https://houston.craigslist.org/apa/6046584727.html,https://houston.craigslist.org/reply/hou/apa/6046584727,,
75,houston,3 MONTHS FREE | VALET DRY CLEAN | ELECTRIC CAR CHARGE | DOG WASH,2017-03-17 15:27,1.0,,1200.0,6034531648,John_Treat_Low,https://houston.craigslist.org/apa/6034531648.html,https://houston.craigslist.org/reply/hou/apa/6034531648,,
112,houston,"Remarkable Amenities, Controlled Access, Minutes from Downtown",2017-03-17 14:10,1.0,914.0,1894.0,6048188082,Jane_Treat_Low,https://houston.craigslist.org/apa/6048188082.html,https://houston.craigslist.org/reply/hou/apa/6048188082,,
57,houston,Beautiful New High-Rise in Montrose/Midtown,2017-03-17 10:40,2.0,1170.0,2995.0,6041927428,John_Treat_Low,https://houston.craigslist.org/apa/6041927428.html,https://houston.craigslist.org/reply/hou/apa/6041927428,,
50,houston,3 MONTHS FREE + $1000 LOOK N LEASE | BRAND NEW HIRISE | WALK TO ALL,2017-03-17 15:27,1.0,871.0,1643.0,6034431630,Jane_Treat_Low,https://houston.craigslist.org/apa/6034431630.html,https://houston.craigslist.org/reply/hou/apa/6034431630,,
52,houston,3 MONTHS FREE | 8TH FLOOR & UP | BRAND NEW HIRISE | VIEWS FOR DAYS | $,2017-03-17 15:27,1.0,871.0,1643.0,6034430473,John_Treat_Low,https://houston.craigslist.org/apa/6034430473.html,https://houston.craigslist.org/reply/hou/apa/6034430473,,
