,Listing_Title,Posting_Date,city,posting_ID,full_URL,Bedrooms,Sqft,Price,Reply_contact_info_link,reply_email_TO_BE_FILLED_IN
0,UNBEATABLE DEALS!! $200 DEPOSIT CALL TODAY FOR MORE INFORMATION!!!,2017-02-22 05:39,denver,6008319079,https://denver.craigslist.org/apa/6008319079.html,1.0,600.0,870.0,https://denver.craigslist.org/reply/den/apa/6008319079,
1,"Lease takeover,",2017-02-22 05:23,denver,6002990780,https://denver.craigslist.org/apa/6002990780.html,1.0,800.0,658.0,https://denver.craigslist.org/reply/den/apa/6002990780,
2,Specials Going On At The Grammercy,2017-02-22 03:59,denver,5978277102,https://denver.craigslist.org/apa/5978277102.html,1.0,660.0,995.0,https://denver.craigslist.org/reply/den/apa/5978277102,
3,"24-Hour Availibility, Range, Package Receiving",2017-02-22 03:09,denver,5988166250,https://denver.craigslist.org/apa/5988166250.html,1.0,475.0,975.0,https://denver.craigslist.org/reply/den/apa/5988166250,
4,"Laundry Facility, Online Payments Available, Short Term Lease",2017-02-22 02:58,denver,6005144272,https://denver.craigslist.org/apa/6005144272.html,1.0,660.0,975.0,https://denver.craigslist.org/reply/den/apa/6005144272,
5,"Pat's Picks, 14701 E Tennessee (Miss. & Sable)",2017-02-22 02:06,denver,5988862856,https://denver.craigslist.org/apa/5988862856.html,1.0,664.0,1000.0,https://denver.craigslist.org/reply/den/apa/5988862856,
6,"Pool, Package Receiving, Accepts Electronic Payments",2017-02-22 00:59,denver,5985046488,https://denver.craigslist.org/apa/5985046488.html,1.0,475.0,975.0,https://denver.craigslist.org/reply/den/apa/5985046488,
7,Awesome Move In Special!!!!!,2017-02-22 00:25,denver,5999385827,https://denver.craigslist.org/apa/5999385827.html,1.0,660.0,975.0,https://denver.craigslist.org/reply/den/apa/5999385827,
8,"On-site Management, Pets Allowed, Range",2017-02-22 00:01,denver,5981819959,https://denver.craigslist.org/apa/5981819959.html,1.0,680.0,955.0,https://denver.craigslist.org/reply/den/apa/5981819959,
9,"Updated One Bedroom, Second Floor, Onsite Laundry",2017-02-21 23:10,denver,5985350945,https://denver.craigslist.org/apa/5985350945.html,1.0,660.0,995.0,https://denver.craigslist.org/reply/den/apa/5985350945,
10,One bedroom /1 bath - Yale and Monaco Pkwy.,2017-02-21 22:31,denver,6014312705,https://denver.craigslist.org/apa/6014312705.html,1.0,700.0,950.0,https://denver.craigslist.org/reply/den/apa/6014312705,
11,2 bedroom 1 full bath basement mother-in-law apartment,2017-02-21 22:18,denver,6007849428,https://denver.craigslist.org/apa/6007849428.html,2.0,1100.0,950.0,https://denver.craigslist.org/reply/den/apa/6007849428,
12,"Quiet, Warm Hardwood floors, Laundry on each floor",2017-02-21 22:09,denver,5988751935,https://denver.craigslist.org/apa/5988751935.html,1.0,,955.0,https://denver.craigslist.org/reply/den/apa/5988751935,
13,"On-site Management, Fireplace, Package Receiving",2017-02-21 22:03,denver,5987136155,https://denver.craigslist.org/apa/5987136155.html,1.0,660.0,995.0,https://denver.craigslist.org/reply/den/apa/5987136155,
14,"Fireplace, Patio, Dishwasher",2017-02-21 20:57,denver,5991740980,https://denver.craigslist.org/apa/5991740980.html,1.0,660.0,975.0,https://denver.craigslist.org/reply/den/apa/5991740980,
15,Microhouse in Denver - Great for Grad Students and Recent Grads,2017-02-21 20:48,denver,6014243188,https://denver.craigslist.org/apa/6014243188.html,1.0,195.0,800.0,https://denver.craigslist.org/reply/den/apa/6014243188,
16,"Accept Credit Card Payments, Street Parking, 24-Hour Availibility",2017-02-21 20:38,denver,5973448406,https://denver.craigslist.org/apa/5973448406.html,1.0,475.0,975.0,https://denver.craigslist.org/reply/den/apa/5973448406,
17,DU Apartment,2017-02-21 20:24,denver,5989339207,https://denver.craigslist.org/apa/5989339207.html,1.0,500.0,970.0,https://denver.craigslist.org/reply/den/apa/5989339207,
18,"Contemporary Finishes, Fitness Center, Social Functions",2017-02-21 19:54,denver,6014198703,https://denver.craigslist.org/apa/6014198703.html,1.0,575.0,926.0,https://denver.craigslist.org/reply/den/apa/6014198703,
19,"Are You Looking For A One Bedroom, Our Prices Have Dropped",2017-02-21 19:44,denver,5995661036,https://denver.craigslist.org/apa/5995661036.html,1.0,660.0,975.0,https://denver.craigslist.org/reply/den/apa/5995661036,
20,"Pets Allowed, Refridgerator, Playground",2017-02-21 19:25,denver,5979291359,https://denver.craigslist.org/apa/5979291359.html,1.0,680.0,955.0,https://denver.craigslist.org/reply/den/apa/5979291359,
21,1 bedroom in 2 bedroom apartment,2017-02-21 19:20,denver,6014163177,https://denver.craigslist.org/apa/6014163177.html,2.0,,650.0,https://denver.craigslist.org/reply/den/apa/6014163177,
22,"1 Bed, 1 Bath on Poet's Row in Cap Hill! Jack Kerouac",2017-02-21 18:59,denver,6010504789,https://denver.craigslist.org/apa/6010504789.html,1.0,535.0,1000.0,https://denver.craigslist.org/reply/den/apa/6010504789,
23,"Byers Co 30 minutes from Dev1 Bedroom Apt, Utilities paid, Fenced Yard",2017-02-21 18:39,denver,5987636065,https://denver.craigslist.org/apa/5987636065.html,1.0,680.0,775.0,https://denver.craigslist.org/reply/den/apa/5987636065,
24,"Courtyard, Dishwasher, Window Covering",2017-02-21 18:38,denver,5979324686,https://denver.craigslist.org/apa/5979324686.html,1.0,475.0,975.0,https://denver.craigslist.org/reply/den/apa/5979324686,
25,Condo/76th and Sheridan/ Arvada,2017-02-21 18:22,denver,6014098176,https://denver.craigslist.org/apa/6014098176.html,1.0,600.0,950.0,https://denver.craigslist.org/reply/den/apa/6014098176,
26,"one bedroom, price drop, only $999, $350 off move in",2017-02-21 18:20,denver,5988667717,https://denver.craigslist.org/apa/5988667717.html,1.0,,999.0,https://denver.craigslist.org/reply/den/apa/5988667717,
27,"ONE BEDROOM, NEAR LIGHT RAIL, W/D & FIREPLACE",2017-02-21 18:19,denver,5990265505,https://denver.craigslist.org/apa/5990265505.html,1.0,,930.0,https://denver.craigslist.org/reply/den/apa/5990265505,
28,"Cozy one bedroom, one bath condo. Available 3/11/2017",2017-02-21 18:16,denver,6014091659,https://denver.craigslist.org/apa/6014091659.html,1.0,564.0,900.0,https://denver.craigslist.org/reply/den/apa/6014091659,
29,Don't Miss this 1 BR Near DU Available September!,2017-02-21 18:03,denver,5998303489,https://denver.craigslist.org/apa/5998303489.html,1.0,500.0,975.0,https://denver.craigslist.org/reply/den/apa/5998303489,
30,"Charming Apartment! Full Size Appliances, Storage, Dining Room!",2017-02-21 17:57,denver,6007960132,https://denver.craigslist.org/apa/6007960132.html,1.0,640.0,995.0,https://denver.craigslist.org/reply/den/apa/6007960132,
31,come tour today with us! we will save you some money in your move in,2017-02-21 17:57,denver,6014069283,https://denver.craigslist.org/apa/6014069283.html,1.0,650.0,900.0,https://denver.craigslist.org/reply/den/apa/6014069283,
32,Brilliant One Bedroom With All The Comforts Needed For A Great Home!,2017-02-21 17:57,denver,6014068969,https://denver.craigslist.org/apa/6014068969.html,1.0,615.0,939.0,https://denver.craigslist.org/reply/den/apa/6014068969,
33,"One-Bedroom, One-Bathroom Apartment $500 OFF AT MOVE IN!!",2017-02-21 17:54,denver,6014055755,https://denver.craigslist.org/apa/6014055755.html,1.0,480.0,878.0,https://denver.craigslist.org/reply/den/apa/6014055755,
34,"Copy & Fax Services, Breakfast Bar, On-site Maintenance",2017-02-21 17:54,denver,6014064909,https://denver.craigslist.org/apa/6014064909.html,1.0,640.0,995.0,https://denver.craigslist.org/reply/den/apa/6014064909,
35,NEW HOME CREDIT ISSUES WE AID,2017-02-21 17:48,denver,5972237175,https://denver.craigslist.org/apa/5972237175.html,2.0,1033.0,600.0,https://denver.craigslist.org/reply/den/apa/5972237175,
36,"Business Center, Heat, Pets Allowed",2017-02-21 17:44,denver,6014053002,https://denver.craigslist.org/apa/6014053002.html,1.0,700.0,995.0,https://denver.craigslist.org/reply/den/apa/6014053002,
37,A Renovated One Bedroom Near City Park! (#206),2017-02-21 17:41,denver,6014039639,https://denver.craigslist.org/apa/6014039639.html,1.0,600.0,950.0,https://denver.craigslist.org/reply/den/apa/6014039639,
38,Steps from Park! 1 Bd 1 Bath Great Location! Call Now! Jefferson Park,2017-02-21 17:39,denver,6010829374,https://denver.craigslist.org/apa/6010829374.html,1.0,550.0,995.0,https://denver.craigslist.org/reply/den/apa/6010829374,
39,Breathtaking Views From This Fantastic Community! Free Pet Rent!,2017-02-21 17:35,denver,6009295047,https://denver.craigslist.org/apa/6009295047.html,1.0,620.0,975.0,https://denver.craigslist.org/reply/den/apa/6009295047,
40,"DISHWASHER, WALK-IN CLOSET, & PATIO WITH THIS 1X1 RENTAL",2017-02-21 17:35,denver,6014023317,https://denver.craigslist.org/apa/6014023317.html,1.0,705.0,962.0,https://denver.craigslist.org/reply/den/apa/6014023317,
41,Spacious & Super clean home,2017-02-21 17:29,denver,6014034486,https://denver.craigslist.org/apa/6014034486.html,4.0,2336.0,900.0,https://denver.craigslist.org/reply/den/apa/6014034486,
42,"Balcony, Accepts Electronic Payments, Accepts Credit Card Payments",2017-02-21 17:28,denver,5996649580,https://denver.craigslist.org/apa/5996649580.html,1.0,660.0,975.0,https://denver.craigslist.org/reply/den/apa/5996649580,
43,"Remodeled 1bd, 1 ba with natural treated concrete floors, Sloans Lake",2017-02-21 17:18,denver,5974840581,https://denver.craigslist.org/apa/5974840581.html,1.0,700.0,975.0,https://denver.craigslist.org/reply/den/apa/5974840581,
44,$99 MOVE IN SPECIAL,2017-02-21 17:18,denver,5994004304,https://denver.craigslist.org/apa/5994004304.html,1.0,,725.0,https://denver.craigslist.org/reply/den/apa/5994004304,
45,"Sloans Lake Area, remodeled one bedroom available March 7th",2017-02-21 17:16,denver,5974820196,https://denver.craigslist.org/apa/5974820196.html,1.0,660.0,965.0,https://denver.craigslist.org/reply/den/apa/5974820196,
46,"Remodeled one bedroom minutes from Wadsworth Light Rail, Free WIFI",2017-02-21 17:14,denver,5975053907,https://denver.craigslist.org/apa/5975053907.html,1.0,,880.0,https://denver.craigslist.org/reply/den/apa/5975053907,
47,1 Bedroom Across from Sloans Lake Avail 3/6/17,2017-02-21 17:13,denver,5972156426,https://denver.craigslist.org/apa/5972156426.html,1.0,,965.0,https://denver.craigslist.org/reply/den/apa/5972156426,
48,Basement 1 bedroom 1 bath near Wadsworth Light Rail,2017-02-21 17:13,denver,5975046575,https://denver.craigslist.org/apa/5975046575.html,1.0,,850.0,https://denver.craigslist.org/reply/den/apa/5975046575,
49,A Remodeled One Bedroom Apartment Near City Park! (#203),2017-02-21 17:12,denver,6014013473,https://denver.craigslist.org/apa/6014013473.html,1.0,550.0,950.0,https://denver.craigslist.org/reply/den/apa/6014013473,
50,Awesome Studio! Only $929! Free Wifi AND Bike Storage! Congress Park!,2017-02-21 17:12,denver,5977058129,https://denver.craigslist.org/apa/5977058129.html,1.0,,929.0,https://denver.craigslist.org/reply/den/apa/5977058129,
51,One bedroom completely remodeled minutes from the light rail,2017-02-21 17:11,denver,5977827924,https://denver.craigslist.org/apa/5977827924.html,1.0,720.0,880.0,https://denver.craigslist.org/reply/den/apa/5977827924,
52,"Picnic Area with Barbecue, Granite Countertops, Extra Storage",2017-02-21 17:10,denver,6014011237,https://denver.craigslist.org/apa/6014011237.html,1.0,620.0,975.0,https://denver.craigslist.org/reply/den/apa/6014011237,
53,"Tennis Court, Covered Parking, Refrigerator, Cozy Fireplace",2017-02-21 17:09,denver,6014009476,https://denver.craigslist.org/apa/6014009476.html,1.0,644.0,950.0,https://denver.craigslist.org/reply/den/apa/6014009476,
54,Updated Garden-Level 1 bed apartment in Park Hill!,2017-02-21 17:08,denver,6005165602,https://denver.craigslist.org/apa/6005165602.html,1.0,700.0,995.0,https://denver.craigslist.org/reply/den/apa/6005165602,
55,Newly Renovated - Up and Coming Arts District - Close to Light Rail,2017-02-21 17:06,denver,6014006106,https://denver.craigslist.org/apa/6014006106.html,1.0,522.0,975.0,https://denver.craigslist.org/reply/den/apa/6014006106,
56,"Easy Access to Shopping, Furnished Available, Breakfast Bar",2017-02-21 17:06,denver,6014005941,https://denver.craigslist.org/apa/6014005941.html,1.0,620.0,975.0,https://denver.craigslist.org/reply/den/apa/6014005941,
57,A Gorgeous One Bedroom Apartment Near Downtown Denver! (#213),2017-02-21 17:06,denver,6014005527,https://denver.craigslist.org/apa/6014005527.html,1.0,600.0,1000.0,https://denver.craigslist.org/reply/den/apa/6014005527,
58,A Gorgeous One Bedroom Apartment Near Downtown Denver! (#213),2017-02-21 17:05,denver,6014003994,https://denver.craigslist.org/apa/6014003994.html,1.0,600.0,1000.0,https://denver.craigslist.org/reply/den/apa/6014003994,
59,~~ $300 Off 1st Months Rent ~~ 1 Bed ~~ ASAP Move ~~ Free Parking ~~,2017-02-21 17:02,denver,6013964780,https://denver.craigslist.org/apa/6013964780.html,1.0,,970.0,https://denver.craigslist.org/reply/den/apa/6013964780,
60,Charming and Cozy,2017-02-21 16:58,denver,6013995260,https://denver.craigslist.org/apa/6013995260.html,1.0,630.0,929.0,https://denver.craigslist.org/reply/den/apa/6013995260,
61,2BR/2BA APARTMENT W/ AN ON-SITE PLAYGROUND,2017-02-21 16:57,denver,6013994238,https://denver.craigslist.org/apa/6013994238.html,1.0,560.0,856.0,https://denver.craigslist.org/reply/den/apa/6013994238,
62,Spacious 1x1 Apartment Available with a Deep Walk-In Closet,2017-02-21 16:54,denver,6013990108,https://denver.craigslist.org/apa/6013990108.html,1.0,560.0,857.0,https://denver.craigslist.org/reply/den/apa/6013990108,
63,"Air Conditioning, Furnished Available, Video Library",2017-02-21 16:52,denver,6013988147,https://denver.craigslist.org/apa/6013988147.html,1.0,640.0,995.0,https://denver.craigslist.org/reply/den/apa/6013988147,
64,One-Bedroom Apartment w/ Access to a Pool & Courtyard!,2017-02-21 16:51,denver,6013986457,https://denver.craigslist.org/apa/6013986457.html,1.0,560.0,857.0,https://denver.craigslist.org/reply/den/apa/6013986457,
65,Blocks From Brentwood Center! ONE MONTH FREE!!,2017-02-21 16:49,denver,6013983822,https://denver.craigslist.org/apa/6013983822.html,1.0,550.0,695.0,https://denver.craigslist.org/reply/den/apa/6013983822,
66,ONE MONTH FREE! CLOSE TO LIGHTRAIL STATION!,2017-02-21 16:49,denver,6013983496,https://denver.craigslist.org/apa/6013983496.html,1.0,580.0,699.0,https://denver.craigslist.org/reply/den/apa/6013983496,
67,Beautifully Renovated One Bedroom near Expo Park Beautiful,2017-02-21 16:47,denver,6013981541,https://denver.craigslist.org/apa/6013981541.html,1.0,630.0,929.0,https://denver.craigslist.org/reply/den/apa/6013981541,
68,"Extra Storage, Dishwasher, Lighted Tennis Courts",2017-02-21 16:45,denver,6013979079,https://denver.craigslist.org/apa/6013979079.html,1.0,620.0,975.0,https://denver.craigslist.org/reply/den/apa/6013979079,
69,Charming Suite !! Half off March's Rent !!,2017-02-21 16:42,denver,6013967663,https://denver.craigslist.org/apa/6013967663.html,2.0,726.0,789.0,https://denver.craigslist.org/reply/den/apa/6013967663,
70,ONE BEDROOM UNIT AVAILABLE !! ONE MONTH HALF OFF!!,2017-02-21 16:41,denver,6013973556,https://denver.craigslist.org/apa/6013973556.html,1.0,580.0,749.0,https://denver.craigslist.org/reply/den/apa/6013973556,
71,Check out Concord House! Hardwood floor one bedroom in Cap Hill!,2017-02-21 16:40,denver,6005242350,https://denver.craigslist.org/apa/6005242350.html,1.0,668.0,995.0,https://denver.craigslist.org/reply/den/apa/6005242350,
72,Fabulous 2-Bedroom apartment available NOW!! !,2017-02-21 16:40,denver,6013965211,https://denver.craigslist.org/apa/6013965211.html,2.0,817.0,989.0,https://denver.craigslist.org/reply/den/apa/6013965211,
73,Private MBR is its own wing of old house,2017-02-21 16:39,denver,6013961953,https://denver.craigslist.org/apa/6013961953.html,1.0,2000.0,999.0,https://denver.craigslist.org/reply/den/apa/6013961953,
74,1Bed With Best Ameneties Around,2017-02-21 16:38,denver,6013969145,https://denver.craigslist.org/apa/6013969145.html,1.0,650.0,981.0,https://denver.craigslist.org/reply/den/apa/6013969145,
75,$ 900/1 br - 1 bath w/ detached garage,2017-02-21 16:38,denver,5983321007,https://denver.craigslist.org/apa/5983321007.html,1.0,,900.0,https://denver.craigslist.org/reply/den/apa/5983321007,
76,Wow! Great Location! 1 Bd 1 Bath! Cats Ok!,2017-02-21 16:37,denver,6010767469,https://denver.craigslist.org/apa/6010767469.html,1.0,485.0,995.0,https://denver.craigslist.org/reply/den/apa/6010767469,
77,"Heat, Elevator, Dishwasher",2017-02-21 16:36,denver,6004916386,https://denver.craigslist.org/apa/6004916386.html,1.0,700.0,995.0,https://denver.craigslist.org/reply/den/apa/6004916386,
78,GRAND LAKE CABIN,2017-02-21 16:36,denver,6010880389,https://denver.craigslist.org/apa/6010880389.html,1.0,,895.0,https://denver.craigslist.org/reply/den/apa/6010880389,
79,1 Br in Englewood Available NOW- This Unit Won't Last Long!!,2017-02-21 16:36,denver,6013966494,https://denver.craigslist.org/apa/6013966494.html,1.0,500.0,825.0,https://denver.craigslist.org/reply/den/apa/6013966494,
80,One Bedroom across from Ketring Lake in Littleton. 1/2 month FREE!,2017-02-21 16:35,denver,6013965768,https://denver.craigslist.org/apa/6013965768.html,1.0,650.0,995.0,https://denver.craigslist.org/reply/den/apa/6013965768,
81,"24-Hour Availibility, Public Transportation, Night Patrol",2017-02-21 16:35,denver,5976189321,https://denver.craigslist.org/apa/5976189321.html,1.0,475.0,975.0,https://denver.craigslist.org/reply/den/apa/5976189321,
82,"Visit Your New Home, Conference Room, Elevator",2017-02-21 16:34,denver,6013963587,https://denver.craigslist.org/apa/6013963587.html,1.0,672.0,960.0,https://denver.craigslist.org/reply/den/apa/6013963587,
83,Cool Off In Our Wonderful Pool! $200 off move in! Free Pet Rent!,2017-02-21 16:33,denver,6009367990,https://denver.craigslist.org/apa/6009367990.html,1.0,640.0,995.0,https://denver.craigslist.org/reply/den/apa/6009367990,
84,Beautiful Location!! Call About the Move in Deal!!,2017-02-21 16:33,denver,6013962570,https://denver.craigslist.org/apa/6013962570.html,1.0,,939.0,https://denver.craigslist.org/reply/den/apa/6013962570,
85,Cherry Creek Greens Apartments,2017-02-21 16:29,denver,6013956942,https://denver.craigslist.org/apa/6013956942.html,1.0,658.0,935.0,https://denver.craigslist.org/reply/den/apa/6013956942,
86,"On-site Maintenance, Accepts Electronic Payments, Cable/Satallite",2017-02-21 16:28,denver,6008127347,https://denver.craigslist.org/apa/6008127347.html,1.0,660.0,975.0,https://denver.craigslist.org/reply/den/apa/6008127347,
87,The Perfect 1x1  coming available on 2/23,2017-02-21 16:27,denver,6013946408,https://denver.craigslist.org/apa/6013946408.html,1.0,550.0,911.0,https://denver.craigslist.org/reply/den/apa/6013946408,
88,"State-of-the-Art Fitness Center Open 24-hours, Breakfast Bar, Garage",2017-02-21 16:25,denver,6013952070,https://denver.craigslist.org/apa/6013952070.html,1.0,640.0,995.0,https://denver.craigslist.org/reply/den/apa/6013952070,
89,"**IMMEDIATE MOVE IN 1+1 , W/D, FIREPLACE, CENTRAL AIR, PATIO! $930 MO!",2017-02-21 16:24,denver,5998088698,https://denver.craigslist.org/apa/5998088698.html,1.0,,930.0,https://denver.craigslist.org/reply/den/apa/5998088698,
90,Plan ahead for Summer 2017 Housing! 1BR near DU Sept move in!,2017-02-21 16:24,denver,6005048221,https://denver.craigslist.org/apa/6005048221.html,1.0,500.0,945.0,https://denver.craigslist.org/reply/den/apa/6005048221,
91,A Unique One Bedroom Layout! Very Open and Inviting!,2017-02-21 16:24,denver,6013950046,https://denver.craigslist.org/apa/6013950046.html,1.0,615.0,939.0,https://denver.craigslist.org/reply/den/apa/6013950046,
92,1 bedroom near Ruby Hill Park! Ready now at Mariposa,2017-02-21 16:23,denver,6013949377,https://denver.craigslist.org/apa/6013949377.html,1.0,477.0,795.0,https://denver.craigslist.org/reply/den/apa/6013949377,
93,Wash Park 1 Bedroom! Incredible Location! Call Today! Toscana,2017-02-21 16:23,denver,6013948993,https://denver.craigslist.org/apa/6013948993.html,1.0,470.0,975.0,https://denver.craigslist.org/reply/den/apa/6013948993,
94,Check out this spacious 1 bedroom! Available now!!,2017-02-21 16:15,denver,6013938865,https://denver.craigslist.org/apa/6013938865.html,1.0,693.0,900.0,https://denver.craigslist.org/reply/den/apa/6013938865,
95,Private Master suite with 4 piece bath and walk in closet South Denver,2017-02-21 16:14,denver,6013918925,https://denver.craigslist.org/apa/6013918925.html,1.0,,1000.0,https://denver.craigslist.org/reply/den/apa/6013918925,
96,"Large Hale 1 bedroom, ready now. 700 sq ft! No app fee",2017-02-21 16:12,denver,6004951392,https://denver.craigslist.org/apa/6004951392.html,1.0,700.0,995.0,https://denver.craigslist.org/reply/den/apa/6004951392,
97,"One-Bedroom, One-Bathroom Apartment with Large Closets & Patio",2017-02-21 16:11,denver,6013917203,https://denver.craigslist.org/apa/6013917203.html,1.0,595.0,957.0,https://denver.craigslist.org/reply/den/apa/6013917203,
98,Low Price 1 Bedroom in Golden! Lakewood Englewood -Easy Highway Access,2017-02-21 16:08,denver,6008169673,https://denver.craigslist.org/apa/6008169673.html,1.0,620.0,975.0,https://denver.craigslist.org/reply/den/apa/6008169673,
99,"Business Center, Elevator, Accepts Electronic Payments",2017-02-21 16:05,denver,5982075889,https://denver.craigslist.org/apa/5982075889.html,1.0,700.0,995.0,https://denver.craigslist.org/reply/den/apa/5982075889,
0,February 2nd Availability,2017-02-22 06:01,denver,5976197906,https://denver.craigslist.org/apa/5976197906.html,1.0,660.0,1025.0,https://denver.craigslist.org/reply/den/apa/5976197906,
1,"Updater Moving Partner, Easy Access to I-25 and E-470, Tennis Court",2017-02-22 05:53,denver,5995407117,https://denver.craigslist.org/apa/5995407117.html,2.0,922.0,1348.0,https://denver.craigslist.org/reply/den/apa/5995407117,
2,Newly Renovated 3 Bedroom 1.5 Bath Available for April 15th,2017-02-22 05:50,denver,6014480839,https://denver.craigslist.org/apa/6014480839.html,3.0,1000.0,1500.0,https://denver.craigslist.org/reply/den/apa/6014480839,
3,"Across from Infinity Park, Beautiful 1 Bdrm w/ Balcony for March/April",2017-02-22 05:49,denver,6014480141,https://denver.craigslist.org/apa/6014480141.html,1.0,560.0,1050.0,https://denver.craigslist.org/reply/den/apa/6014480141,
4,Beautiful Rennovated Two Bedroom Townhomes for Feb & March,2017-02-22 05:48,denver,6014479472,https://denver.craigslist.org/apa/6014479472.html,2.0,900.0,1200.0,https://denver.craigslist.org/reply/den/apa/6014479472,
5,smoke free ranch townhouse w/ 2 car gar - available now,2017-02-22 05:38,denver,6002978831,https://denver.craigslist.org/apa/6002978831.html,1.0,650.0,1200.0,https://denver.craigslist.org/reply/den/apa/6002978831,
6,smoke free ranch townhouse w/ 2 car attached  gar - available now,2017-02-22 05:38,denver,5975977292,https://denver.craigslist.org/apa/5975977292.html,1.0,650.0,1200.0,https://denver.craigslist.org/reply/den/apa/5975977292,
7,RESORT STYLE POOL OPEN ALL YEAR!!! MINI GOLF ONSITE!,2017-02-22 05:36,denver,6003441080,https://denver.craigslist.org/apa/6003441080.html,1.0,856.0,1210.0,https://denver.craigslist.org/reply/den/apa/6003441080,
8,Great Parker Location. Move-In Specials. Call Today.,2017-02-22 05:19,denver,5995526056,https://denver.craigslist.org/apa/5995526056.html,2.0,1117.0,1444.0,https://denver.craigslist.org/reply/den/apa/5995526056,
9,"Wood-burning Fireplace in select homes, Air Conditioning, Two Hot Tubs",2017-02-22 05:11,denver,5996315232,https://denver.craigslist.org/apa/5996315232.html,2.0,,1450.0,https://denver.craigslist.org/reply/den/apa/5996315232,
10,"Heat, Range, Sundeck",2017-02-22 05:08,denver,5994052533,https://denver.craigslist.org/apa/5994052533.html,1.0,736.0,1155.0,https://denver.craigslist.org/reply/den/apa/5994052533,
11,2 BR Ranch  $1400,2017-02-22 05:04,denver,6014453751,https://denver.craigslist.org/apa/6014453751.html,2.0,1650.0,1400.0,https://denver.craigslist.org/reply/den/apa/6014453751,
12,"2 bedroom - Dog Washing Station, Gas Log Fireplaces, Cable Ready",2017-02-22 04:58,denver,6009485083,https://denver.craigslist.org/apa/6009485083.html,2.0,942.0,1435.0,https://denver.craigslist.org/reply/den/apa/6009485083,
13,"Full-Size Washer & Dryer in Each Apt, Pet Friendly Community, Paw Spa",2017-02-22 04:45,denver,6003906387,https://denver.craigslist.org/apa/6003906387.html,2.0,880.0,1235.0,https://denver.craigslist.org/reply/den/apa/6003906387,
14,"Two Hot Tubs, Air Conditioning, Wood-burning Fireplace in select homes",2017-02-22 04:32,denver,5995497145,https://denver.craigslist.org/apa/5995497145.html,1.0,,1154.0,https://denver.craigslist.org/reply/den/apa/5995497145,
15,Check out our one bedroom availability today!,2017-02-22 04:30,denver,6006825923,https://denver.craigslist.org/apa/6006825923.html,1.0,616.0,1495.0,https://denver.craigslist.org/reply/den/apa/6006825923,
16,Best prices in the area for 2 BR!! Hurry and apply today!!,2017-02-22 04:29,denver,6008317196,https://denver.craigslist.org/apa/6008317196.html,2.0,900.0,1075.0,https://denver.craigslist.org/reply/den/apa/6008317196,
17,"Balcony, Public Transportation, Pets Allowed",2017-02-22 04:28,denver,5987700726,https://denver.craigslist.org/apa/5987700726.html,1.0,680.0,1095.0,https://denver.craigslist.org/reply/den/apa/5987700726,
18,"High Ceilings, Built-in Work Spaces, Breezeway Garages",2017-02-22 04:27,denver,5988004747,https://denver.craigslist.org/apa/5988004747.html,1.0,882.0,1170.0,https://denver.craigslist.org/reply/den/apa/5988004747,
19,"""Welcome Home!"" 1 Bedrm 1 Bath W/ W&D;, Fireplace MI Now !!",2017-02-22 04:21,denver,5996884541,https://denver.craigslist.org/apa/5996884541.html,1.0,750.0,1119.0,https://denver.craigslist.org/reply/den/apa/5996884541,
20,"1 bedroom - Salt Water Pool, Hardwood floors, Sky Deck",2017-02-22 04:11,denver,5972584644,https://denver.craigslist.org/apa/5972584644.html,1.0,700.0,1460.0,https://denver.craigslist.org/reply/den/apa/5972584644,
21,CARPORTS AVAILABLE!!! OPEN PARKING ONSITE!,2017-02-22 04:09,denver,6003262330,https://denver.craigslist.org/apa/6003262330.html,1.0,703.0,1175.0,https://denver.craigslist.org/reply/den/apa/6003262330,
22,"Balcony, Courtyard, On-site Management",2017-02-22 04:02,denver,5986516150,https://denver.craigslist.org/apa/5986516150.html,1.0,736.0,1120.0,https://denver.craigslist.org/reply/den/apa/5986516150,
23,"Package Service, Playground, Spacious Walk-In Closets",2017-02-22 03:49,denver,5989588713,https://denver.craigslist.org/apa/5989588713.html,2.0,1032.0,1399.0,https://denver.craigslist.org/reply/den/apa/5989588713,
24,Newly remodeled 3 bedroom 2 bath,2017-02-22 03:45,denver,6014417328,https://denver.craigslist.org/apa/6014417328.html,3.0,,1450.0,https://denver.craigslist.org/reply/den/apa/6014417328,
25,Beautifully remodeled style townhouse-FOR RENT,2017-02-22 03:32,denver,6014416733,https://denver.craigslist.org/apa/6014416733.html,2.0,,1200.0,https://denver.craigslist.org/reply/den/apa/6014416733,
26,UNBEATABLE DEALS $100 OFF CALL NOW FOR MORE INFORMATION!!!,2017-02-22 03:26,denver,6008313945,https://denver.craigslist.org/apa/6008313945.html,2.0,900.0,1075.0,https://denver.craigslist.org/reply/den/apa/6008313945,
27,"9 Foot Ceilings, Air Conditioning, In-Home Washer and Dryer",2017-02-22 03:25,denver,6002302185,https://denver.craigslist.org/apa/6002302185.html,1.0,730.0,1225.0,https://denver.craigslist.org/reply/den/apa/6002302185,
28,"Heat, Refridgerator, On-Site Maintenance",2017-02-22 03:19,denver,5994734361,https://denver.craigslist.org/apa/5994734361.html,1.0,680.0,1095.0,https://denver.craigslist.org/reply/den/apa/5994734361,
