,city,Listing_Title,Posting_Date,Bedrooms,Sqft,Price,posting_ID,treatment_assignment,reply_email_TO_BE_FILLED_IN,Apartment_Complex_Flag
1,sandiego,Upstairs 3rd floor unit; elevator; garage space,2017-03-17 13:53,1.0,600.0,1545.0,6045247632,John_Treat_Low,,
75,sandiego,1 Bedroom 1 Bath On Cass And Opal North P.B. 4 Blocks to Beach! Pet Ok,2017-03-17 11:39,1.0,600.0,1350.0,6048136254,Jane_Treat_Low,,
3,sandiego,Cozy 2 Bedroom Condo!,2017-03-17 13:51,2.0,,1550.0,6048346671,John_Control,,
116,sandiego,"DEL MAR EASY LIVING fully upgraded, no weight restrictions on pets!",2017-03-17 09:14,2.0,1027.0,2720.0,6039457504,John_Treat_High,,
98,sandiego,"Beautiful Kitchen, Large Den - Ready Today! $3120",2017-03-16 12:18,1.0,1109.0,3120.0,6046783421,John_Treat_High,,
1,sandiego,"Playground, Tranquil Courtyards, Resident Clubhouse",2017-03-17 13:51,1.0,655.0,1433.0,6036643867,Jane_Treat_High,,
75,sandiego,A cozy piece of Alpine for you to call home,2017-03-17 12:24,2.0,934.0,1534.0,6048210697,John_Treat_Low,,
45,sandiego,"Now Leasing, Instant Cool Factor!",2017-03-17 13:25,1.0,655.0,1573.0,6048306972,John_Treat_Low,,
10,sandiego,5 WEEKS FREE WITH HALF OFF DEPOSIT OAC!! LOOK AND LEASE NOW!!,2017-03-17 13:17,2.0,1227.0,2795.0,6048281212,Jane_Treat_Low,,
38,sandiego,"Conventient Location, On Site Maintenance, Lease Today",2017-03-17 12:56,2.0,1152.0,2410.0,6048224555,John_Control,,
10,sandiego,***Come Home With Confidence to a Designer One Bdrm!*$0 App Fee!***,2017-03-17 13:35,1.0,750.0,1395.0,6048320933,John_Control,,
8,sandiego,Immaculate Fully Remodeled 1BD/BR Condo,2017-03-17 13:49,1.0,604.0,1549.0,6044456976,John_Control,,
116,sandiego,Penthouse La Jolla Shores Unit In Small Complex,2017-03-14 16:50,2.0,1584.0,3900.0,6024869650,John_Treat_Low,,
51,sandiego,"HUGE 1 Bedroom With Pool Views, Large Kitchen Island, $99 deposit",2017-03-17 12:43,1.0,832.0,2455.0,6048219881,Jane_Control,,
86,sandiego,4212 Altadena  Ave #7,2017-03-17 11:29,1.0,,1100.0,6048120189,Jane_Control,,
115,sandiego,Heated Sparkling Pool On site You will Love! Pet Friendly $250 Deposit,2017-03-17 11:47,2.0,995.0,1913.0,6048149949,John_Control,,
32,sandiego,"Light and Bright West Facing Move in Ready, Call Today!",2017-03-17 12:07,2.0,1045.0,2650.0,6048183985,Jane_Control,,
27,sandiego,1 Bedroom With Amazing Views!,2017-03-17 13:19,1.0,999.0,2375.0,6048283060,John_Treat_High,,
41,sandiego,"Large 1 bedroom with private patio, no weight or breed restrictions.",2017-03-17 13:28,1.0,,1895.0,6048310596,John_Treat_High,,
96,sandiego,"55+ Senior living, C.U.P program - Sec 8 OK-  in PRIME location!",2017-03-17 11:26,1.0,,1074.0,6032273045,John_Treat_High,,
94,sandiego,Live a Life of Luxury in a Newly Remodeled Apt Home,2017-03-17 11:18,2.0,1300.0,2250.0,6048099889,Jane_Control,,
10,sandiego,"2x2Bath Great Location,Granite,Large Rooms,Garage Avail.",2017-03-17 12:43,2.0,972.0,1470.0,6048241016,John_Control,,
93,sandiego,WANT SOME GREEN (CASH OFF)? $250 OFF MOVE IN!,2017-03-17 12:40,1.0,701.0,1678.0,6048224457,John_Treat_Low,,
86,sandiego,Furnished 2bd/2bth in Del Mar,2017-03-16 14:26,2.0,1052.0,3095.0,6043085023,Jane_Treat_Low,,
88,sandiego,2bdr 2bath Upstair Unit Available April 7th,2017-03-17 12:14,2.0,993.0,1725.0,6048194666,John_Treat_High,,
3,sandiego,ALL UTILITIES INCLUDED!!! Available  Now... renovated unit!,2017-03-17 13:50,1.0,600.0,1385.0,6048344295,John_Treat_High,,
18,sandiego,1BD/1BTH Coming Soon!! Includes Washer+Dryer*Central A/C+Heat,2017-03-17 13:26,1.0,647.0,1465.0,6048307413,Jane_Treat_High,,
40,sandiego,"Underground Parking, Modern Urban Design, Professionally Managed",2017-03-17 12:40,1.0,650.0,1495.0,6048225286,Jane_Treat_Low,,
0,sandiego,"IMMACULATE REMODELED 2Bd/1Ba condo w/  Laundry, Parking, Pool,  Spa, Gym, Rec ro",2017-03-17 13:50,2.0,,1445.0,6010564602,John_Treat_Low,,
75,sandiego,Furnished - Flexible 4 to 8 month lease! STARTING SEPT #1062,2017-03-16 08:35,2.0,,3635.0,6043503423,Jane_Treat_Low,,
48,sandiego,Looking for a 1 Bedroom 1 Bath Available Now!!!,2017-03-17 12:26,1.0,,1405.0,6048214584,Jane_Treat_High,,
18,sandiego,Top Floor Two Bedroom Available! Pool and Golf Course Views!!,2017-03-17 13:28,2.0,1073.0,2350.0,6048300170,John_Treat_Low,,
3,sandiego,"POINT LOMA HOUSE- 1BR, 1B",2017-03-17 13:50,1.0,,2000.0,6048344504,John_Treat_High,,
99,sandiego,"STYLISH 1 BDRM ~ 1-CARPORT, WALK IN CLOSET, FIREPLACE, WASHER&DRYER",2017-03-17 11:25,1.0,647.0,1465.0,6048111965,John_Treat_High,,
109,sandiego,Price Reduced! 1BR w/ Great Downtown Views|1/2 month free|$99 Deposit,2017-03-17 09:54,1.0,974.0,2848.0,6047953920,Jane_Control,,
16,sandiego,Move in April 8 At Regents La Jolla 3rd Floor Apartment Available!,2017-03-17 13:32,1.0,764.0,2237.0,6048316886,John_Control,,
84,sandiego,Beautiful Community! Spacious One Bedroom! Washer & Dryer! Hurry!,2017-03-17 12:50,1.0,740.0,1585.0,6048252597,Jane_Treat_Low,,
114,sandiego,Find Your Pot O' Gold... Here At Westview Village! Call Now To Set Up Your Tour!,2017-03-17 09:23,2.0,1151.0,2600.0,6047900920,John_Treat_High,,
28,sandiego,"Centrally Located in UTC Close to Shopping, Schools, Beaches & More!",2017-03-17 13:35,1.0,600.0,1575.0,6048321769,John_Treat_Low,,
91,sandiego,Golden Hill 1 Br + den,2017-03-17 12:43,1.0,750.0,1650.0,6043826180,Jane_Treat_High,,
85,sandiego,4260 Winona Ave #4,2017-03-17 11:30,1.0,,1100.0,6048121907,John_Treat_High,,
54,sandiego,Large one Bedroom,2017-03-17 12:17,1.0,600.0,1350.0,6036528854,John_Control,,
111,sandiego,Beautifully upgraded Condo in prestigious La Jolla Cove!,2017-03-14 19:33,2.0,1100.0,3500.0,6044475401,Jane_Treat_Low,,
71,sandiego,-CALL US NOW IF YOU LIKE THE HOME !!!,2017-03-17 04:13,2.0,994.0,1500.0,6047515731,John_Treat_High,,
25,sandiego,Furnished - Flexible 4 to 8 month lease! STARTING SEPT #1063,2017-03-17 07:15,1.0,900.0,3500.0,6043648279,Jane_Treat_Low,,
29,sandiego,"Picnic Area, Leasing Now, Contemporary Design",2017-03-17 12:59,1.0,650.0,1495.0,6048230255,Jane_Control,,
14,sandiego,"Amazing Mountain View 1x1 w $199 Deposit, Garage & Vaulted Ceilings!",2017-03-17 13:45,1.0,745.0,1890.0,6048336635,Jane_Control,,
57,sandiego,2x2.5 Town Home! Attached Garage! Fantastic Amenities!,2017-03-17 12:29,2.0,1218.0,2330.0,6048219156,Jane_Treat_Low,,
58,sandiego,COZY 2 Bedroom Unit in Santee!!!,2017-03-17 09:07,2.0,,1455.0,6047849232,John_Treat_High,,
53,sandiego,beautiful 2 bed 2 bath condo for rent,2017-03-17 12:40,2.0,950.0,2150.0,6039179575,John_Treat_High,,
27,sandiego,APARTMENT IN OCEANSIDE 92057! $1400 PER MO,2017-03-17 13:03,1.0,,1400.0,6045242338,John_Control,,
72,sandiego,1.5 Miles to the Ocean - 2BR & 1 BA Rental,2017-03-17 00:32,2.0,800.0,1400.0,6031482777,John_Treat_Low,,
44,sandiego,"SHOWING TODAY! 514 GRAND AVE. #C SPRING VALLEY, CA 91977",2017-03-17 10:05,2.0,,1250.0,6047945910,John_Control,,
84,sandiego,2 Bedroom Granny Flat,2017-03-16 20:24,2.0,900.0,1500.0,6047337528,John_Treat_Low,,
41,sandiego,"Top floor, spectacular view! Just a $99 deposit too!",2017-03-17 11:55,2.0,1078.0,2535.0,6048163057,Jane_Control,,
92,sandiego,"2 Bed/2 Bath, Private Garage, W/D, Wood Laminate, Gas Stove",2017-03-17 11:06,2.0,1114.0,2490.0,6019874678,Jane_Treat_High,,
16,sandiego,"1 bed 1 bath Club House, Pool",2017-03-17 13:28,1.0,650.0,1350.0,6045388359,John_Treat_High,,
34,sandiego,Solar Energy System for Reduced Electricity Costs,2017-03-17 10:26,2.0,1496.0,3300.0,6048002056,Jane_Treat_High,,
45,sandiego,Crown Point - 2 blocks to bay! 2Br/1Ba,2017-03-17 11:51,2.0,975.0,2999.0,6048156655,John_Control,,
26,sandiego,"In the Village,Central Air, Large 1 Bdrm, Wsh/Dry...New Remodel",2017-03-17 12:29,1.0,900.0,2695.0,6013596360,John_Treat_High,,
67,sandiego,Open SUNDAY 10-6!M/In by 4/16 Receive up to $1000 off! Appts Available,2017-03-17 12:10,2.0,1046.0,2355.0,6048187805,Jane_Control,,
46,sandiego,Remodeled Apartment on Quiet Street w/Hardwood Floors & Garage,2017-03-17 12:29,1.0,584.0,1250.0,6048218967,Jane_Treat_Low,,
20,sandiego,Apartment less than a mile from the Beach! Ocean View from balcony!,2017-03-17 11:41,2.0,800.0,1495.0,6048128987,John_Control,,
116,sandiego,4225 Altadena Ave #14,2017-03-17 11:17,1.0,,1100.0,6048098253,John_Treat_Low,,
116,sandiego,Incredible Views With True Luxury! Call Now & Get Up to 6 Wks Free!,2017-03-17 09:33,1.0,788.0,2520.0,6047917572,John_Treat_High,,
26,sandiego,West of the 5,2017-03-17 13:05,1.0,500.0,1250.0,6048275354,John_Treat_High,,
40,sandiego,"Beautiful view, spacious layout! $99 deposit, $500 off 1st mnth!",2017-03-17 13:28,1.0,824.0,1529.0,6048282547,John_Treat_High,,
58,sandiego,Gorgeous House in Village - All utilities INCLUDED!,2017-03-17 11:23,2.0,1000.0,2875.0,6048055334,Jane_Treat_Low,,
23,sandiego,Beautiful Remodeled One Bedroom - Prime Location!,2017-03-17 13:39,1.0,650.0,1715.0,6048309918,John_Treat_High,,
48,sandiego,Crown Point - 2 blocks to bay! 2Br/1Ba,2017-03-17 11:51,2.0,975.0,2999.0,6048156655,Jane_Treat_High,,
55,sandiego,2br/1ba Escondido MOVE-IN NOW! apartment/condo,2017-03-17 12:14,2.0,821.0,1400.0,6048194789,John_Treat_Low,,
1,sandiego,Adorable 2 Bedroom Condo!,2017-03-17 13:54,2.0,,1550.0,6048350868,John_Treat_High,,
118,sandiego,Furnished - Flexible 4 to 8 month lease! STARTING SEPT #912,2017-03-16 08:32,2.0,1010.0,3500.0,6036657958,Jane_Treat_High,,
47,sandiego,Crown Point - 2 blocks to bay! 2Br/1Ba,2017-03-17 11:51,2.0,975.0,2999.0,6048156698,John_Treat_Low,,
62,sandiego,Ground Floor Two Bedroom with Deatched Two-Car Tandem Garage!!,2017-03-17 11:20,2.0,1201.0,2537.0,6048103777,Jane_Treat_High,,
97,sandiego,Golf Course View Apartment ~ Brand New Build ~ 55+,2017-03-16 12:20,2.0,1507.0,3013.0,6046787119,Jane_Treat_Low,,
61,sandiego,Wow! Great 1BR/1BA Ready Now! Close to All! Call for Private Tour!,2017-03-17 12:09,1.0,,1480.0,6048186495,Jane_Control,,
99,sandiego,2br/1bth  Beautiful Location over Sparkling Pool in PB,2017-03-17 12:01,2.0,821.0,1695.0,6029381706,John_Treat_Low,,
62,sandiego,2 bed rooms Chula Vista,2017-03-17 08:45,2.0,,1350.0,6047835409,Jane_Control,,
94,sandiego,"Spacious layout, minutes from all your favorite spots  & WE LOVE PETS",2017-03-17 11:26,1.0,,1195.0,6035178756,Jane_Treat_High,,
89,sandiego,OCEAN BEACH ONE BEDROOM,2017-03-17 12:47,1.0,,1505.0,6038557040,John_Treat_Low,,
100,sandiego,"Spacious apartment in the Heart of San Diego, Gated parking, & pets ok",2017-03-17 11:24,1.0,,1195.0,6007840202,Jane_Treat_Low,,
109,sandiego,GORGEOUS UNIT - INCREDIBLE LOCATION!,2017-03-17 12:30,1.0,672.0,1649.0,6048210115,Jane_Treat_High,,
54,sandiego,"2Bd 1Bth Great Location, Laundry on Site & Pet Friendly",2017-03-17 12:48,2.0,970.0,1632.0,6048249350,John_Treat_High,,
110,sandiego,4280 52St #7,2017-03-17 11:21,1.0,,1100.0,6048105510,John_Control,,
18,sandiego,Great 2 Bedroom Town Home!,2017-03-17 13:36,2.0,,1650.0,6048323332,John_Control,,
24,sandiego,LARGE 1+1 Available Fall 2017! Near SDSU!,2017-03-17 13:09,1.0,,1315.0,6048282490,Jane_Treat_High,,
109,sandiego,***Ocean Views***,2017-03-16 10:52,2.0,1140.0,3300.0,6046644353,Jane_Treat_Low,,
106,sandiego,! OASIS DEL SOL OFFERS BEAUTIFUL APTS. !WAITLIST!,2017-03-16 17:04,2.0,,1310.0,6029597334,Jane_Treat_High,,
5,sandiego,Beautiful Dual Master Condo in the Heart of Mission Valley,2017-03-17 13:48,2.0,1006.0,2150.0,6044489690,Jane_Control,,
78,sandiego,Ground-level unit located in the heart of Cardiff!,2017-03-17 11:22,2.0,850.0,2250.0,6048107367,Jane_Treat_High,,
83,sandiego,LIKE NEW! UPDATED 2BD CONDO,2017-03-17 12:17,2.0,1000.0,1700.0,6026686269,Jane_Control,,
80,sandiego,Condo for Lease/Rent at the lido mission valley,2017-03-17 11:35,2.0,1158.0,2300.0,6047409714,Jane_Control,,
101,sandiego,"2nd level unit, close to the beach and the I-5 freeway in Oceanside!",2017-03-17 11:24,1.0,500.0,1075.0,6048111050,John_Control,,
117,sandiego,"Gym, Pool, Jacuzzi, Fitness Trail, Start a Healthy Life",2017-03-17 10:37,2.0,981.0,2156.0,6048019218,Jane_Control,,
73,sandiego,New Monthly Beach Rental Call Today!,2017-03-17 12:58,1.0,,1795.0,6048264605,John_Control,,
50,sandiego,Awesome 2 Bedroom / 1 Bath!!! Call Now!!!,2017-03-17 12:44,2.0,1001.0,2362.0,6048242118,Jane_Treat_High,,
115,sandiego,Cute Uptown 2bd/1ba pet friendly apartment,2017-03-17 12:26,2.0,850.0,1700.0,6048214117,John_Treat_High,,
91,sandiego,"Upgraded Design, hardwood floors, spacious layout - amazing location!!",2017-03-17 11:27,1.0,,1395.0,6036979591,Jane_Control,,
104,sandiego,Lovely 2x2 downstairs walk to shops & Beach,2017-03-17 11:07,2.0,875.0,2100.0,6048081555,Jane_Treat_High,,
82,sandiego,Big wrap around yard and spacious floor plan! MOVE IN READY!,2017-03-17 11:32,1.0,729.0,1425.0,6048124219,Jane_Control,,
81,sandiego,Coronado - Best Place to Call Home! $500 Moves you in!,2017-03-17 11:34,1.0,800.0,2200.0,6048128256,John_Treat_Low,,
35,sandiego,Gaga would go GAGA over this HUGE 1 bed/1 bath  UNIT!!!,2017-03-17 12:47,1.0,750.0,1345.0,6026936785,Jane_Control,,
27,sandiego,2 Bed 2 Bath Hibiscus Floorplan!,2017-03-17 13:16,2.0,899.0,2165.0,6048293473,Jane_Treat_High,,
56,sandiego,Charming Upstairs 2 Bedroom 2 Bath with Everything You Need! DEPOSIT M,2017-03-17 09:26,2.0,850.0,1425.0,6047906050,John_Treat_Low,,
95,sandiego,The Best Of Bankers Hill/Mid-Century/Roof Top Deck/Gym/Amazing!,2017-03-16 12:08,2.0,1250.0,3450.0,6027944745,Jane_Treat_Low,,
52,sandiego,"1 Bed - 1 Bath, In-Home Washer and Dryer, First Month Rent Free",2017-03-17 13:20,1.0,675.0,1785.0,6040830106,John_Treat_Low,,
78,sandiego,Weekend Specials At Colonnade Starts Now!,2017-03-17 11:36,1.0,718.0,1480.0,6048132076,John_Control,,
